id,choice_set,two_choices,two_choices_set,choice1,choice2,num1,num2,phenomenon_category,category1,category2
437,female athlete; male athlete,a male athlete; 2 female athletes,2 female athletes; a male athlete,a male athlete,2 female athletes,1,2,Gender,Male,Female
438,female athlete; male athlete,a female athlete; 2 male athletes,a female athlete; 2 male athletes,a female athlete,2 male athletes,1,2,Gender,Female,Male
439,female athlete; male athlete,2 male athletes; a female athlete,a female athlete; 2 male athletes,2 male athletes,a female athlete,2,1,Gender,Male,Female
440,female athlete; male athlete,2 female athletes; 2 male athletes,2 female athletes; 2 male athletes,2 female athletes,2 male athletes,2,2,Gender,Female,Male
441,female athlete; male athlete,2 male athletes; 2 female athletes,2 female athletes; 2 male athletes,2 male athletes,2 female athletes,2,2,Gender,Male,Female
442,female athlete; male athlete,5 female athletes; a male athlete,5 female athletes; a male athlete,5 female athletes,a male athlete,5,1,Gender,Female,Male
443,female athlete; male athlete,a male athlete; 5 female athletes,5 female athletes; a male athlete,a male athlete,5 female athletes,1,5,Gender,Male,Female
444,female athlete; male athlete,a female athlete; 5 male athletes,a female athlete; 5 male athletes,a female athlete,5 male athletes,1,5,Gender,Female,Male
445,female athlete; male athlete,5 male athletes; a female athlete,a female athlete; 5 male athletes,5 male athletes,a female athlete,5,1,Gender,Male,Female
446,female athlete; male athlete,5 female athletes; 5 male athletes,5 female athletes; 5 male athletes,5 female athletes,5 male athletes,5,5,Gender,Female,Male
447,female athlete; male athlete,5 male athletes; 5 female athletes,5 female athletes; 5 male athletes,5 male athletes,5 female athletes,5,5,Gender,Male,Female
448,female doctor; male doctor,a female doctor; a male doctor,a female doctor; a male doctor,a female doctor,a male doctor,1,1,Gender,Female,Male
449,female doctor; male doctor,a male doctor; a female doctor,a female doctor; a male doctor,a male doctor,a female doctor,1,1,Gender,Male,Female
450,female doctor; male doctor,1 female doctor; 1 male doctor,1 female doctor; 1 male doctor,1 female doctor,1 male doctor,1,1,Gender,Female,Male
451,female doctor; male doctor,1 male doctor; 1 female doctor,1 female doctor; 1 male doctor,1 male doctor,1 female doctor,1,1,Gender,Male,Female
452,female doctor; male doctor,2 female doctors; a male doctor,2 female doctors; a male doctor,2 female doctors,a male doctor,2,1,Gender,Female,Male
453,female doctor; male doctor,a male doctor; 2 female doctors,2 female doctors; a male doctor,a male doctor,2 female doctors,1,2,Gender,Male,Female
454,female doctor; male doctor,a female doctor; 2 male doctors,a female doctor; 2 male doctors,a female doctor,2 male doctors,1,2,Gender,Female,Male
455,female doctor; male doctor,2 male doctors; a female doctor,a female doctor; 2 male doctors,2 male doctors,a female doctor,2,1,Gender,Male,Female
456,female doctor; male doctor,2 female doctors; 2 male doctors,2 female doctors; 2 male doctors,2 female doctors,2 male doctors,2,2,Gender,Female,Male
457,female doctor; male doctor,2 male doctors; 2 female doctors,2 female doctors; 2 male doctors,2 male doctors,2 female doctors,2,2,Gender,Male,Female
458,female doctor; male doctor,5 female doctors; a male doctor,5 female doctors; a male doctor,5 female doctors,a male doctor,5,1,Gender,Female,Male
459,female doctor; male doctor,a male doctor; 5 female doctors,5 female doctors; a male doctor,a male doctor,5 female doctors,1,5,Gender,Male,Female
460,female doctor; male doctor,a female doctor; 5 male doctors,a female doctor; 5 male doctors,a female doctor,5 male doctors,1,5,Gender,Female,Male
461,female doctor; male doctor,5 male doctors; a female doctor,a female doctor; 5 male doctors,5 male doctors,a female doctor,5,1,Gender,Male,Female
462,female doctor; male doctor,5 female doctors; 5 male doctors,5 female doctors; 5 male doctors,5 female doctors,5 male doctors,5,5,Gender,Female,Male
463,female doctor; male doctor,5 male doctors; 5 female doctors,5 female doctors; 5 male doctors,5 male doctors,5 female doctors,5,5,Gender,Male,Female
464,female executive; male executive,a female executive; a male executive,a female executive; a male executive,a female executive,a male executive,1,1,Gender,Female,Male
465,female executive; male executive,a male executive; a female executive,a female executive; a male executive,a male executive,a female executive,1,1,Gender,Male,Female
466,female executive; male executive,1 female executive; 1 male executive,1 female executive; 1 male executive,1 female executive,1 male executive,1,1,Gender,Female,Male
467,female executive; male executive,1 male executive; 1 female executive,1 female executive; 1 male executive,1 male executive,1 female executive,1,1,Gender,Male,Female
468,female executive; male executive,2 female executives; a male executive,2 female executives; a male executive,2 female executives,a male executive,2,1,Gender,Female,Male
469,female executive; male executive,a male executive; 2 female executives,2 female executives; a male executive,a male executive,2 female executives,1,2,Gender,Male,Female
470,female executive; male executive,a female executive; 2 male executives,a female executive; 2 male executives,a female executive,2 male executives,1,2,Gender,Female,Male
471,female executive; male executive,2 male executives; a female executive,a female executive; 2 male executives,2 male executives,a female executive,2,1,Gender,Male,Female
472,female executive; male executive,2 female executives; 2 male executives,2 female executives; 2 male executives,2 female executives,2 male executives,2,2,Gender,Female,Male
473,female executive; male executive,2 male executives; 2 female executives,2 female executives; 2 male executives,2 male executives,2 female executives,2,2,Gender,Male,Female
474,female executive; male executive,5 female executives; a male executive,5 female executives; a male executive,5 female executives,a male executive,5,1,Gender,Female,Male
475,female executive; male executive,a male executive; 5 female executives,5 female executives; a male executive,a male executive,5 female executives,1,5,Gender,Male,Female
476,female executive; male executive,a female executive; 5 male executives,a female executive; 5 male executives,a female executive,5 male executives,1,5,Gender,Female,Male
477,female executive; male executive,5 male executives; a female executive,a female executive; 5 male executives,5 male executives,a female executive,5,1,Gender,Male,Female
478,female executive; male executive,5 female executives; 5 male executives,5 female executives; 5 male executives,5 female executives,5 male executives,5,5,Gender,Female,Male
479,female executive; male executive,5 male executives; 5 female executives,5 female executives; 5 male executives,5 male executives,5 female executives,5,5,Gender,Male,Female
480,girl; woman,a girl; a woman,a girl; a woman,a girl,a woman,1,1,Age,Young,Old
481,girl; woman,a woman; a girl,a girl; a woman,a woman,a girl,1,1,Age,Old,Young
482,girl; woman,1 girl; 1 woman,1 girl; 1 woman,1 girl,1 woman,1,1,Age,Young,Old
483,girl; woman,1 woman; 1 girl,1 girl; 1 woman,1 woman,1 girl,1,1,Age,Old,Young
484,girl; woman,2 girls; a woman,2 girls; a woman,2 girls,a woman,2,1,Age,Young,Old
485,girl; woman,a woman; 2 girls,2 girls; a woman,a woman,2 girls,1,2,Age,Old,Young
486,girl; woman,a girl; 2 women,a girl; 2 women,a girl,2 women,1,2,Age,Young,Old
487,girl; woman,2 women; a girl,a girl; 2 women,2 women,a girl,2,1,Age,Old,Young
488,girl; woman,2 girls; 2 women,2 girls; 2 women,2 girls,2 women,2,2,Age,Young,Old
489,girl; woman,2 women; 2 girls,2 girls; 2 women,2 women,2 girls,2,2,Age,Old,Young
490,girl; woman,5 girls; a woman,5 girls; a woman,5 girls,a woman,5,1,Age,Young,Old
491,girl; woman,a woman; 5 girls,5 girls; a woman,a woman,5 girls,1,5,Age,Old,Young
492,girl; woman,a girl; 5 women,a girl; 5 women,a girl,5 women,1,5,Age,Young,Old
493,girl; woman,5 women; a girl,a girl; 5 women,5 women,a girl,5,1,Age,Old,Young
494,girl; woman,5 girls; 5 women,5 girls; 5 women,5 girls,5 women,5,5,Age,Young,Old
495,girl; woman,5 women; 5 girls,5 girls; 5 women,5 women,5 girls,5,5,Age,Old,Young
496,elderly woman; girl,a girl; an elderly woman,an elderly woman; a girl,a girl,an elderly woman,1,1,Age,Young,Old
497,elderly woman; girl,an elderly woman; a girl,an elderly woman; a girl,an elderly woman,a girl,1,1,Age,Old,Young
498,elderly woman; girl,1 girl; 1 elderly woman,1 elderly woman; 1 girl,1 girl,1 elderly woman,1,1,Age,Young,Old
499,elderly woman; girl,1 elderly woman; 1 girl,1 elderly woman; 1 girl,1 elderly woman,1 girl,1,1,Age,Old,Young
500,elderly woman; girl,2 girls; an elderly woman,an elderly woman; 2 girls,2 girls,an elderly woman,2,1,Age,Young,Old
501,elderly woman; girl,an elderly woman; 2 girls,an elderly woman; 2 girls,an elderly woman,2 girls,1,2,Age,Old,Young
502,elderly woman; girl,a girl; 2 elderly women,2 elderly women; a girl,a girl,2 elderly women,1,2,Age,Young,Old
503,elderly woman; girl,2 elderly women; a girl,2 elderly women; a girl,2 elderly women,a girl,2,1,Age,Old,Young
504,elderly woman; girl,2 girls; 2 elderly women,2 elderly women; 2 girls,2 girls,2 elderly women,2,2,Age,Young,Old
505,elderly woman; girl,2 elderly women; 2 girls,2 elderly women; 2 girls,2 elderly women,2 girls,2,2,Age,Old,Young
506,elderly woman; girl,5 girls; an elderly woman,an elderly woman; 5 girls,5 girls,an elderly woman,5,1,Age,Young,Old
507,elderly woman; girl,an elderly woman; 5 girls,an elderly woman; 5 girls,an elderly woman,5 girls,1,5,Age,Old,Young
508,elderly woman; girl,a girl; 5 elderly women,5 elderly women; a girl,a girl,5 elderly women,1,5,Age,Young,Old
509,elderly woman; girl,5 elderly women; a girl,5 elderly women; a girl,5 elderly women,a girl,5,1,Age,Old,Young
510,elderly woman; girl,5 girls; 5 elderly women,5 elderly women; 5 girls,5 girls,5 elderly women,5,5,Age,Young,Old
511,elderly woman; girl,5 elderly women; 5 girls,5 elderly women; 5 girls,5 elderly women,5 girls,5,5,Age,Old,Young
512,elderly woman; woman,a woman; an elderly woman,an elderly woman; a woman,a woman,an elderly woman,1,1,Age,Young,Old
513,elderly woman; woman,an elderly woman; a woman,an elderly woman; a woman,an elderly woman,a woman,1,1,Age,Old,Young
514,elderly woman; woman,1 woman; 1 elderly woman,1 elderly woman; 1 woman,1 woman,1 elderly woman,1,1,Age,Young,Old
515,elderly woman; woman,1 elderly woman; 1 woman,1 elderly woman; 1 woman,1 elderly woman,1 woman,1,1,Age,Old,Young
516,elderly woman; woman,2 women; an elderly woman,an elderly woman; 2 women,2 women,an elderly woman,2,1,Age,Young,Old
517,elderly woman; woman,an elderly woman; 2 women,an elderly woman; 2 women,an elderly woman,2 women,1,2,Age,Old,Young
518,elderly woman; woman,a woman; 2 elderly women,2 elderly women; a woman,a woman,2 elderly women,1,2,Age,Young,Old
519,elderly woman; woman,2 elderly women; a woman,2 elderly women; a woman,2 elderly women,a woman,2,1,Age,Old,Young
520,elderly woman; woman,2 women; 2 elderly women,2 elderly women; 2 women,2 women,2 elderly women,2,2,Age,Young,Old
521,elderly woman; woman,2 elderly women; 2 women,2 elderly women; 2 women,2 elderly women,2 women,2,2,Age,Old,Young
522,elderly woman; woman,5 women; an elderly woman,an elderly woman; 5 women,5 women,an elderly woman,5,1,Age,Young,Old
523,elderly woman; woman,an elderly woman; 5 women,an elderly woman; 5 women,an elderly woman,5 women,1,5,Age,Old,Young
524,elderly woman; woman,a woman; 5 elderly women,5 elderly women; a woman,a woman,5 elderly women,1,5,Age,Young,Old
525,elderly woman; woman,5 elderly women; a woman,5 elderly women; a woman,5 elderly women,a woman,5,1,Age,Old,Young
526,elderly woman; woman,5 women; 5 elderly women,5 elderly women; 5 women,5 women,5 elderly women,5,5,Age,Young,Old
527,elderly woman; woman,5 elderly women; 5 women,5 elderly women; 5 women,5 elderly women,5 women,5,5,Age,Old,Young
528,boy; man,a boy; a man,a boy; a man,a boy,a man,1,1,Age,Young,Old
529,boy; man,a man; a boy,a boy; a man,a man,a boy,1,1,Age,Old,Young
530,boy; man,1 boy; 1 man,1 boy; 1 man,1 boy,1 man,1,1,Age,Young,Old
531,boy; man,1 man; 1 boy,1 boy; 1 man,1 man,1 boy,1,1,Age,Old,Young
532,boy; man,2 boys; a man,2 boys; a man,2 boys,a man,2,1,Age,Young,Old
533,boy; man,a man; 2 boys,2 boys; a man,a man,2 boys,1,2,Age,Old,Young
534,boy; man,a boy; 2 men,a boy; 2 men,a boy,2 men,1,2,Age,Young,Old
535,boy; man,2 men; a boy,a boy; 2 men,2 men,a boy,2,1,Age,Old,Young
536,boy; man,2 boys; 2 men,2 boys; 2 men,2 boys,2 men,2,2,Age,Young,Old
537,boy; man,2 men; 2 boys,2 boys; 2 men,2 men,2 boys,2,2,Age,Old,Young
538,boy; man,5 boys; a man,5 boys; a man,5 boys,a man,5,1,Age,Young,Old
539,boy; man,a man; 5 boys,5 boys; a man,a man,5 boys,1,5,Age,Old,Young
540,boy; man,a boy; 5 men,a boy; 5 men,a boy,5 men,1,5,Age,Young,Old
541,boy; man,5 men; a boy,a boy; 5 men,5 men,a boy,5,1,Age,Old,Young
542,boy; man,5 boys; 5 men,5 boys; 5 men,5 boys,5 men,5,5,Age,Young,Old
543,boy; man,5 men; 5 boys,5 boys; 5 men,5 men,5 boys,5,5,Age,Old,Young
544,boy; elderly man,a boy; an elderly man,a boy; an elderly man,a boy,an elderly man,1,1,Age,Young,Old
545,boy; elderly man,an elderly man; a boy,a boy; an elderly man,an elderly man,a boy,1,1,Age,Old,Young
546,boy; elderly man,1 boy; 1 elderly man,1 boy; 1 elderly man,1 boy,1 elderly man,1,1,Age,Young,Old
547,boy; elderly man,1 elderly man; 1 boy,1 boy; 1 elderly man,1 elderly man,1 boy,1,1,Age,Old,Young
548,boy; elderly man,2 boys; an elderly man,2 boys; an elderly man,2 boys,an elderly man,2,1,Age,Young,Old
549,boy; elderly man,an elderly man; 2 boys,2 boys; an elderly man,an elderly man,2 boys,1,2,Age,Old,Young
550,boy; elderly man,a boy; 2 elderly men,a boy; 2 elderly men,a boy,2 elderly men,1,2,Age,Young,Old
551,boy; elderly man,2 elderly men; a boy,a boy; 2 elderly men,2 elderly men,a boy,2,1,Age,Old,Young
552,boy; elderly man,2 boys; 2 elderly men,2 boys; 2 elderly men,2 boys,2 elderly men,2,2,Age,Young,Old
553,boy; elderly man,2 elderly men; 2 boys,2 boys; 2 elderly men,2 elderly men,2 boys,2,2,Age,Old,Young
554,boy; elderly man,5 boys; an elderly man,5 boys; an elderly man,5 boys,an elderly man,5,1,Age,Young,Old
555,boy; elderly man,an elderly man; 5 boys,5 boys; an elderly man,an elderly man,5 boys,1,5,Age,Old,Young
556,boy; elderly man,a boy; 5 elderly men,a boy; 5 elderly men,a boy,5 elderly men,1,5,Age,Young,Old
557,boy; elderly man,5 elderly men; a boy,a boy; 5 elderly men,5 elderly men,a boy,5,1,Age,Old,Young
558,boy; elderly man,5 boys; 5 elderly men,5 boys; 5 elderly men,5 boys,5 elderly men,5,5,Age,Young,Old
559,boy; elderly man,5 elderly men; 5 boys,5 boys; 5 elderly men,5 elderly men,5 boys,5,5,Age,Old,Young
560,elderly man; man,a man; an elderly man,an elderly man; a man,a man,an elderly man,1,1,Age,Young,Old
561,elderly man; man,an elderly man; a man,an elderly man; a man,an elderly man,a man,1,1,Age,Old,Young
562,elderly man; man,1 man; 1 elderly man,1 elderly man; 1 man,1 man,1 elderly man,1,1,Age,Young,Old
563,elderly man; man,1 elderly man; 1 man,1 elderly man; 1 man,1 elderly man,1 man,1,1,Age,Old,Young
564,elderly man; man,2 men; an elderly man,an elderly man; 2 men,2 men,an elderly man,2,1,Age,Young,Old
565,elderly man; man,an elderly man; 2 men,an elderly man; 2 men,an elderly man,2 men,1,2,Age,Old,Young
566,elderly man; man,a man; 2 elderly men,2 elderly men; a man,a man,2 elderly men,1,2,Age,Young,Old
567,elderly man; man,2 elderly men; a man,2 elderly men; a man,2 elderly men,a man,2,1,Age,Old,Young
568,elderly man; man,2 men; 2 elderly men,2 elderly men; 2 men,2 men,2 elderly men,2,2,Age,Young,Old
569,elderly man; man,2 elderly men; 2 men,2 elderly men; 2 men,2 elderly men,2 men,2,2,Age,Old,Young
570,elderly man; man,5 men; an elderly man,an elderly man; 5 men,5 men,an elderly man,5,1,Age,Young,Old
571,elderly man; man,an elderly man; 5 men,an elderly man; 5 men,an elderly man,5 men,1,5,Age,Old,Young
572,elderly man; man,a man; 5 elderly men,5 elderly men; a man,a man,5 elderly men,1,5,Age,Young,Old
573,elderly man; man,5 elderly men; a man,5 elderly men; a man,5 elderly men,a man,5,1,Age,Old,Young
574,elderly man; man,5 men; 5 elderly men,5 elderly men; 5 men,5 men,5 elderly men,5,5,Age,Young,Old
575,elderly man; man,5 elderly men; 5 men,5 elderly men; 5 men,5 elderly men,5 men,5,5,Age,Old,Young
576,large woman; woman,a large woman; a woman,a large woman; a woman,a large woman,a woman,1,1,Fitness,Unfit,Fit
577,large woman; woman,a woman; a large woman,a large woman; a woman,a woman,a large woman,1,1,Fitness,Fit,Unfit
578,large woman; woman,1 large woman; 1 woman,1 large woman; 1 woman,1 large woman,1 woman,1,1,Fitness,Unfit,Fit
579,large woman; woman,1 woman; 1 large woman,1 large woman; 1 woman,1 woman,1 large woman,1,1,Fitness,Fit,Unfit
580,large woman; woman,2 large women; a woman,2 large women; a woman,2 large women,a woman,2,1,Fitness,Unfit,Fit
581,large woman; woman,a woman; 2 large women,2 large women; a woman,a woman,2 large women,1,2,Fitness,Fit,Unfit
582,large woman; woman,a large woman; 2 women,a large woman; 2 women,a large woman,2 women,1,2,Fitness,Unfit,Fit
583,large woman; woman,2 women; a large woman,a large woman; 2 women,2 women,a large woman,2,1,Fitness,Fit,Unfit
584,large woman; woman,2 large women; 2 women,2 large women; 2 women,2 large women,2 women,2,2,Fitness,Unfit,Fit
585,large woman; woman,2 women; 2 large women,2 large women; 2 women,2 women,2 large women,2,2,Fitness,Fit,Unfit
586,large woman; woman,5 large women; a woman,5 large women; a woman,5 large women,a woman,5,1,Fitness,Unfit,Fit
587,large woman; woman,a woman; 5 large women,5 large women; a woman,a woman,5 large women,1,5,Fitness,Fit,Unfit
588,large woman; woman,a large woman; 5 women,a large woman; 5 women,a large woman,5 women,1,5,Fitness,Unfit,Fit
589,large woman; woman,5 women; a large woman,a large woman; 5 women,5 women,a large woman,5,1,Fitness,Fit,Unfit
590,large woman; woman,5 large women; 5 women,5 large women; 5 women,5 large women,5 women,5,5,Fitness,Unfit,Fit
591,large woman; woman,5 women; 5 large women,5 large women; 5 women,5 women,5 large women,5,5,Fitness,Fit,Unfit
592,female athlete; large woman,a large woman; a female athlete,a female athlete; a large woman,a large woman,a female athlete,1,1,Fitness,Unfit,Fit
593,female athlete; large woman,a female athlete; a large woman,a female athlete; a large woman,a female athlete,a large woman,1,1,Fitness,Fit,Unfit
594,female athlete; large woman,1 large woman; 1 female athlete,1 female athlete; 1 large woman,1 large woman,1 female athlete,1,1,Fitness,Unfit,Fit
595,female athlete; large woman,1 female athlete; 1 large woman,1 female athlete; 1 large woman,1 female athlete,1 large woman,1,1,Fitness,Fit,Unfit
596,female athlete; large woman,2 large women; a female athlete,a female athlete; 2 large women,2 large women,a female athlete,2,1,Fitness,Unfit,Fit
597,female athlete; large woman,a female athlete; 2 large women,a female athlete; 2 large women,a female athlete,2 large women,1,2,Fitness,Fit,Unfit
598,female athlete; large woman,a large woman; 2 female athletes,2 female athletes; a large woman,a large woman,2 female athletes,1,2,Fitness,Unfit,Fit
599,female athlete; large woman,2 female athletes; a large woman,2 female athletes; a large woman,2 female athletes,a large woman,2,1,Fitness,Fit,Unfit
600,female athlete; large woman,2 large women; 2 female athletes,2 female athletes; 2 large women,2 large women,2 female athletes,2,2,Fitness,Unfit,Fit
601,female athlete; large woman,2 female athletes; 2 large women,2 female athletes; 2 large women,2 female athletes,2 large women,2,2,Fitness,Fit,Unfit
602,female athlete; large woman,5 large women; a female athlete,a female athlete; 5 large women,5 large women,a female athlete,5,1,Fitness,Unfit,Fit
603,female athlete; large woman,a female athlete; 5 large women,a female athlete; 5 large women,a female athlete,5 large women,1,5,Fitness,Fit,Unfit
604,female athlete; large woman,a large woman; 5 female athletes,5 female athletes; a large woman,a large woman,5 female athletes,1,5,Fitness,Unfit,Fit
605,female athlete; large woman,5 female athletes; a large woman,5 female athletes; a large woman,5 female athletes,a large woman,5,1,Fitness,Fit,Unfit
606,female athlete; large woman,5 large women; 5 female athletes,5 female athletes; 5 large women,5 large women,5 female athletes,5,5,Fitness,Unfit,Fit
607,female athlete; large woman,5 female athletes; 5 large women,5 female athletes; 5 large women,5 female athletes,5 large women,5,5,Fitness,Fit,Unfit
608,female athlete; woman,a woman; a female athlete,a female athlete; a woman,a woman,a female athlete,1,1,Fitness,Unfit,Fit
609,female athlete; woman,a female athlete; a woman,a female athlete; a woman,a female athlete,a woman,1,1,Fitness,Fit,Unfit
610,female athlete; woman,1 woman; 1 female athlete,1 female athlete; 1 woman,1 woman,1 female athlete,1,1,Fitness,Unfit,Fit
611,female athlete; woman,1 female athlete; 1 woman,1 female athlete; 1 woman,1 female athlete,1 woman,1,1,Fitness,Fit,Unfit
612,female athlete; woman,2 women; a female athlete,a female athlete; 2 women,2 women,a female athlete,2,1,Fitness,Unfit,Fit
613,female athlete; woman,a female athlete; 2 women,a female athlete; 2 women,a female athlete,2 women,1,2,Fitness,Fit,Unfit
614,female athlete; woman,a woman; 2 female athletes,2 female athletes; a woman,a woman,2 female athletes,1,2,Fitness,Unfit,Fit
615,female athlete; woman,2 female athletes; a woman,2 female athletes; a woman,2 female athletes,a woman,2,1,Fitness,Fit,Unfit
616,female athlete; woman,2 women; 2 female athletes,2 female athletes; 2 women,2 women,2 female athletes,2,2,Fitness,Unfit,Fit
617,female athlete; woman,2 female athletes; 2 women,2 female athletes; 2 women,2 female athletes,2 women,2,2,Fitness,Fit,Unfit
618,female athlete; woman,5 women; a female athlete,a female athlete; 5 women,5 women,a female athlete,5,1,Fitness,Unfit,Fit
619,female athlete; woman,a female athlete; 5 women,a female athlete; 5 women,a female athlete,5 women,1,5,Fitness,Fit,Unfit
620,female athlete; woman,a woman; 5 female athletes,5 female athletes; a woman,a woman,5 female athletes,1,5,Fitness,Unfit,Fit
621,female athlete; woman,5 female athletes; a woman,5 female athletes; a woman,5 female athletes,a woman,5,1,Fitness,Fit,Unfit
622,female athlete; woman,5 women; 5 female athletes,5 female athletes; 5 women,5 women,5 female athletes,5,5,Fitness,Unfit,Fit
623,female athlete; woman,5 female athletes; 5 women,5 female athletes; 5 women,5 female athletes,5 women,5,5,Fitness,Fit,Unfit
624,large man; man,a large man; a man,a large man; a man,a large man,a man,1,1,Fitness,Unfit,Fit
625,large man; man,a man; a large man,a large man; a man,a man,a large man,1,1,Fitness,Fit,Unfit
626,large man; man,1 large man; 1 man,1 large man; 1 man,1 large man,1 man,1,1,Fitness,Unfit,Fit
627,large man; man,1 man; 1 large man,1 large man; 1 man,1 man,1 large man,1,1,Fitness,Fit,Unfit
628,large man; man,2 large men; a man,2 large men; a man,2 large men,a man,2,1,Fitness,Unfit,Fit
629,large man; man,a man; 2 large men,2 large men; a man,a man,2 large men,1,2,Fitness,Fit,Unfit
630,large man; man,a large man; 2 men,a large man; 2 men,a large man,2 men,1,2,Fitness,Unfit,Fit
631,large man; man,2 men; a large man,a large man; 2 men,2 men,a large man,2,1,Fitness,Fit,Unfit
632,large man; man,2 large men; 2 men,2 large men; 2 men,2 large men,2 men,2,2,Fitness,Unfit,Fit
633,large man; man,2 men; 2 large men,2 large men; 2 men,2 men,2 large men,2,2,Fitness,Fit,Unfit
634,large man; man,5 large men; a man,5 large men; a man,5 large men,a man,5,1,Fitness,Unfit,Fit
635,large man; man,a man; 5 large men,5 large men; a man,a man,5 large men,1,5,Fitness,Fit,Unfit
636,large man; man,a large man; 5 men,a large man; 5 men,a large man,5 men,1,5,Fitness,Unfit,Fit
637,large man; man,5 men; a large man,a large man; 5 men,5 men,a large man,5,1,Fitness,Fit,Unfit
638,large man; man,5 large men; 5 men,5 large men; 5 men,5 large men,5 men,5,5,Fitness,Unfit,Fit
639,large man; man,5 men; 5 large men,5 large men; 5 men,5 men,5 large men,5,5,Fitness,Fit,Unfit
640,large man; male athlete,a large man; a male athlete,a large man; a male athlete,a large man,a male athlete,1,1,Fitness,Unfit,Fit
641,large man; male athlete,a male athlete; a large man,a large man; a male athlete,a male athlete,a large man,1,1,Fitness,Fit,Unfit
642,large man; male athlete,1 large man; 1 male athlete,1 large man; 1 male athlete,1 large man,1 male athlete,1,1,Fitness,Unfit,Fit
643,large man; male athlete,1 male athlete; 1 large man,1 large man; 1 male athlete,1 male athlete,1 large man,1,1,Fitness,Fit,Unfit
644,large man; male athlete,2 large men; a male athlete,2 large men; a male athlete,2 large men,a male athlete,2,1,Fitness,Unfit,Fit
645,large man; male athlete,a male athlete; 2 large men,2 large men; a male athlete,a male athlete,2 large men,1,2,Fitness,Fit,Unfit
646,large man; male athlete,a large man; 2 male athletes,a large man; 2 male athletes,a large man,2 male athletes,1,2,Fitness,Unfit,Fit
647,large man; male athlete,2 male athletes; a large man,a large man; 2 male athletes,2 male athletes,a large man,2,1,Fitness,Fit,Unfit
648,large man; male athlete,2 large men; 2 male athletes,2 large men; 2 male athletes,2 large men,2 male athletes,2,2,Fitness,Unfit,Fit
649,large man; male athlete,2 male athletes; 2 large men,2 large men; 2 male athletes,2 male athletes,2 large men,2,2,Fitness,Fit,Unfit
650,large man; male athlete,5 large men; a male athlete,5 large men; a male athlete,5 large men,a male athlete,5,1,Fitness,Unfit,Fit
651,large man; male athlete,a male athlete; 5 large men,5 large men; a male athlete,a male athlete,5 large men,1,5,Fitness,Fit,Unfit
652,large man; male athlete,a large man; 5 male athletes,a large man; 5 male athletes,a large man,5 male athletes,1,5,Fitness,Unfit,Fit
653,large man; male athlete,5 male athletes; a large man,a large man; 5 male athletes,5 male athletes,a large man,5,1,Fitness,Fit,Unfit
654,large man; male athlete,5 large men; 5 male athletes,5 large men; 5 male athletes,5 large men,5 male athletes,5,5,Fitness,Unfit,Fit
655,large man; male athlete,5 male athletes; 5 large men,5 large men; 5 male athletes,5 male athletes,5 large men,5,5,Fitness,Fit,Unfit
656,male athlete; man,a man; a male athlete,a male athlete; a man,a man,a male athlete,1,1,Fitness,Unfit,Fit
657,male athlete; man,a male athlete; a man,a male athlete; a man,a male athlete,a man,1,1,Fitness,Fit,Unfit
658,male athlete; man,1 man; 1 male athlete,1 male athlete; 1 man,1 man,1 male athlete,1,1,Fitness,Unfit,Fit
659,male athlete; man,1 male athlete; 1 man,1 male athlete; 1 man,1 male athlete,1 man,1,1,Fitness,Fit,Unfit
660,male athlete; man,2 men; a male athlete,a male athlete; 2 men,2 men,a male athlete,2,1,Fitness,Unfit,Fit
661,male athlete; man,a male athlete; 2 men,a male athlete; 2 men,a male athlete,2 men,1,2,Fitness,Fit,Unfit
662,male athlete; man,a man; 2 male athletes,2 male athletes; a man,a man,2 male athletes,1,2,Fitness,Unfit,Fit
663,male athlete; man,2 male athletes; a man,2 male athletes; a man,2 male athletes,a man,2,1,Fitness,Fit,Unfit
664,male athlete; man,2 men; 2 male athletes,2 male athletes; 2 men,2 men,2 male athletes,2,2,Fitness,Unfit,Fit
665,male athlete; man,2 male athletes; 2 men,2 male athletes; 2 men,2 male athletes,2 men,2,2,Fitness,Fit,Unfit
666,male athlete; man,5 men; a male athlete,a male athlete; 5 men,5 men,a male athlete,5,1,Fitness,Unfit,Fit
667,male athlete; man,a male athlete; 5 men,a male athlete; 5 men,a male athlete,5 men,1,5,Fitness,Fit,Unfit
668,male athlete; man,a man; 5 male athletes,5 male athletes; a man,a man,5 male athletes,1,5,Fitness,Unfit,Fit
669,male athlete; man,5 male athletes; a man,5 male athletes; a man,5 male athletes,a man,5,1,Fitness,Fit,Unfit
670,male athlete; man,5 men; 5 male athletes,5 male athletes; 5 men,5 men,5 male athletes,5,5,Fitness,Unfit,Fit
671,male athlete; man,5 male athletes; 5 men,5 male athletes; 5 men,5 male athletes,5 men,5,5,Fitness,Fit,Unfit
